Title,Director,Cast,Genre,Year
Aaj Ki Taaza Khabar,Rajendra Bhatia,"Radha Saluja, Kiran Kumar",Action,1973
Aangan,Nasir Hussain,,Drama,1973
Abhimaan,Hrishikesh Mukherjee,"Amitabh Bachchan, Jaya Badhuri, Bindu",Drama,1973
Achanak,Gulzar,"Vinod Khanna, Farida Jalal",Crime,1973
Agni Rekha,Mahesh Kaul,"Bindu, Sanjeev Kumar",Drama,1973
Anamika,Raghunath Jhalani,"Sanjeev Kumar, Jaya Badhuri",Drama,1973
Anhonee,Ravi Tandon,"Sanjeev Kumar, Leena Chandavarkar, Kamini Kaushal, Bindu",Drama,1973
Anokhi Ada,Kundan Kumar,"Jeetendra, Rekha, Vinod Khanna",Romance,1973
Bada Kabutar,Deven Verma,"Rehana Sultan, Amitabh Bachchan, Helen",Comedy,1973
Banarasi Babu,Shankar Mukherjee,"Dev Anand, Raakhee, Yogeeta Bali",Drama,1973
Bandhe Haath,O. P. Ralhan,"Amitabh Bachchan, Mumtaz",Action,1973
Barkha Bahar,Amar Kumar,"Navin Nischol, Rekha",Romance,1973
Black Mail,Vijay Anand,"Dharmendra, Raakhee, Madan Puri, Shatrughan Sinha",Thriller,1973
Bobby,Raj Kapoor,"Rishi Kapoor, Dimple Kapadia, Pran",Romance,1973
Chhalia,Mukul Dutt,"Navin Nischol, Nanda, Shatrughan Sinha",Action,1973
Chhupa Rustam,Vijay Anand,"Dev Anand, Hema Malini, Vijay Anand",Action,1973
Daag: A Poem of Love,Yash Chopra,"Rajesh Khanna, Sharmila Tagore, Raakhee",Romance,1973
Daaman Aur Aag,,"Sanjay Khan, Saira Banu",,1973
Dhamkee,Kalpataru,"Subhash Ghai, Vinod Khanna",Thriller,1973
Dharma,Chand,"Navin Nischol, Rekha, Pran, Ajit Khan, Prem Chopra",Action,1973
Dhund,B.R. Chopra,"Sanjay Khan, Zeenat Aman, Danny Denzongpa",Thriller,1973
Dil Ki Rahen,B. R. Ishara,"Rakesh Pandey, Rehana Sultan",Drama,1973
Do Phool,S. Ramanathan,"Vinod Mehra, Aruna Irani, Mehmood Ali",Comedy,1973
Door Nahin Manzil,,"Pradeep Kumar, Sanjeev Kumar",,1973
Duvidha,Mani Kaul,"Ravi Menon, Raisa Padamsee",Drama,1973
Ek Kunwari Ek Kunwara,Prakash Mehra,"Rakesh Roshan, Leena Chandavarkar, Pran",Drama,1973
Ek Mutthi Aasmaan,Virender Sinha,"Vijay Arora, Yogeeta Bali, Pran",Drama,1973
Ek Nari Do Roop,,"Nadira, Shatrughan Sinha",Drama,1973
Gaai Aur Gori,M. A. Thirumugam,"Jaya Bhaduri, Shatrughan Sinha",Drama,1973
Ghaddaar,Harmesh Malhotra,"Yogeeta Bali, Vinod Khanna, Pran",Drama,1973
Garam Hawa,M. S. Sathyu,"Balraj Sahni, Shaukat Azmi",Drama,1973
Gehri Chaal,C.V. Sridhar,"Jeetendra, Hema Malini, Amitabh Bachchan",Thriller,1973
Ghulam Begam Badshah,Jambu,"Shatrughan Sinha, Anil Dhawan, Moushumi Chatterjee",Drama,1973
Haathi Ke Daant,B. R. Ishara,Rakesh Pandey,Drama,1973
Hanste Zakhm,Chetan Anand,"Navin Nischol, Priya Rajvansh, Balraj Sahni",Romance,1973
Heera,Sultan Ahmed,"Sunil Dutt, Asha Parekh",Action,1973
Heera Panna,Dev Anand,"Dev Anand, Raakhee, Zeenat Aman",Romance,1973
Hifazat,K.S.R. Das,"Vinod Mehra, Asha Sachdev, Ashok Kumar, Lalita Pawar",Drama,1973
Hindustan Ki Kasam,Chetan Anand,"Raaj Kumar, Priya Rajvansh, Amjad Khan, Amrish Puri",Action,1973
Honeymoon,Hiren Nag,"Leena Chandavarkar, Anil Dhawan",Comedy,1973
Hum Sab Chor Hain,,"Dara Singh, Sadhana",Drama,1973
Insaaf,Adurthi Subba Rao,"Waheeda Rehman, Tanuja, Vijay Arora, Pran",Drama,1973
Jaise Ko Taisa,Murugan Kumaran,"Jeetendra, Reena Roy",Drama,1973
Jalte Badan,Ramanand Sagar,"Kiran Kumar, Kumkum, Pradeep Kumar",Drama,1973
Jheel Ke Us Paar,Bhappi Sonie,"Dharmendra, Mumtaz, Pran",Romance,1973
Joshila,Yash Chopra,"Dev Anand, Raakhee, Hema Malini, Pran",Thriller,1973
Jugnu,Pramod Chakravorty,"Dharmendra, Hema Malini, Pran",Drama,1973
Jwar Bhata,Adurthi Subba Rao,"Dharmendra, Saira Banu",Drama,1973
Jyot Jale,Satyen Bose,Nirupa Roy,Drama,1973
Kahani Hum Sab Ki,Rajkumar Kohli,"Lalita Pawar, Mala Sinha",Drama,1973
Kahani Kismat Ki,Arjun Hingorani,"Dharmendra, Rekha",Action,1973
Kashmakash,Feroz Chinoy,"Rekha, Feroz Khan, Shatrughan Sinha",Action,1973
Keemat,Ravikant Nagaich,"Rekha, Dharmendra, Prem Chopra",Action,1973
Khoon Khoon,Mohammed Hussain,"Danny Denzongpa, Rekha",Action,1973
Kachche Dhaage,Raj Khosla,"Vinod Khanna, Kabir Bedi, Moushumi Chatterjee",Action,1973
Kunwara Badan,Vimal Tewari,,Drama,1973
Loafer,A. Bhimsingh,"Dharmendra, Mumtaz",Romance,1973
Maha Sati Savitri,Chandrakant,"Jayshree Gadkar, Upendra Trivedi",Fantasy,1973
Manchali,Raja Nawathe,"Sanjeev Kumar, Leena Chandavarkar",Romance,1973
Mehmaan,Kotayya Pratyagatma,"Rekha, Biswajeet, Leela Chitwas",Crime,1973
Mera Desh Mera Dharam,Dara Singh,"Dara Singh, Raj Kapoor",Drama,1973
Nafrat,Shyam Ralhan,"Rakesh Roshan, Yogeeta Bali",Romance,1973
Nai Duniya Naye Log,B. R. Ishara,"Danny Denzongpa, Reena Roy",Drama,1973
Naina,Kanak Mishra,"Shashi Kapoor, Moushumi Chatterjee",Drama,1973
Namak Haraam,Hrishikesh Mukherjee,"Rajesh Khanna, Amitabh Bachchan, Rekha",Drama,1973
Naya Nasha,Hari Dutt,"Nanda, Madan Puri",Action,1973
Nirdosh,S.M. Sagar,"Vinod Mehra, Yogeeta Bali",Drama,1973
Paanch Dushman,Shyam Ralhan,"Vinod Khanna, Pran",Action,1973
Rickshawala,K. Shankar,"Mala Sinha, Randhir Kapoor, Neetu Singh, Pran",,1973
Saudagar,Shubendu Roy,"Nutan, Amitabh Bachchan, Padma Khanna",Drama,1973
Shareef Budmaash,Raj Khosla,"Dev Anand, Hema Malini",,1973
Yaadon Ki Baaraat,Nasir Hussain,"Dharmendra, Zeenat Aman, Vijay Arora, Tariq Khan, Ajit Khan, Neetu Singh",Drama,1973
Zanjeer,Prakash Mehra,"Amitabh Bachchan, Jaya Badhuri, Pran",Action,1973
27 Down,Awtar Krishna Kaul,"Raakhee Gulzar, Sudhir Dalvi",Drama,1974
36 Ghante,Raj Tilak,"Raaj Kumar, Sunil Dutt, Parveen Babi",Thriller,1974
5 Rifles,I. S. Johar,"Rajesh Khanna, Shashi Kapoor",Action,1974
Aahat,Kishore Kumar,"Dharmendra, Vinod Mehra, Jaya Bachchan, Shreeram Lagoo",,1974
Aap Ki Kasam,J. Om Prakash,"Rajesh Khanna, Mumtaz",Romance,1974
Aashiana,Syed Hussain,Neetu Singh,Drama,1974
Aarop,Atma Ram,"Saira Banu, Vinod Mehra",Romance,1974
Ajanabee,Shakti Samanta,"Rajesh Khanna, Zeenat Aman",Romance,1974
Albeli,Karunesh Thakur,"Vinod Mehra, Rehana Sultan",Romance,1974
Amir Garib,Mohan Kumar,"Dev Anand, Hema Malini, Tanuja",Action,1974
Anjaan Raahen,Mohan Kumar,"Feroz Khan, Asha Parekh",Comedy,1974
Ankur,Shyam Benegal,"Shabana Azmi, Ananth Nag",Drama,1974
Apradhi,Jugal Kishore,Yogeeta Bali,Drama,1974
Archana,Satpal,Sanjeev Kumar,Drama,1974
Avishkaar,Basu Bhattacharya,"Rajesh Khanna, Sharmila Tagore, Dina Pathak",Romance,1974
Azad Mohabbat,Batra Kaushalraj,Yogeeta Bali,Drama,1974
Badhti Ka Naam Dadhi,Kishore Kumar,"Kishore Kumar, Ashok Kumar",Drama,1974
Badi Maa,Ram Narayan Gabale,,,1974
Badla,Vijay,"Moushumi Chatterjee, Mehmood Ali",Drama,1974
Balak Dhruv,Himmat Dave,Abhi Bhattacharya,Drama,1974
Bazaar Band Karo,B.R. Ishara,,,1974
Benaam,Narendra Bedi,"Amitabh Bachchan, Moushumi Chatterjee",Suspense,1974
Bidaai,L.V. Prasad,"Jeetendra, Leena Chandavarkar",Drama,1974
Call Girl,Vijay Kapoor,Vikram,Drama,1974
Charitraheen,Shakti Samanta,"Sanjeev Kumar, Sharmila Tagore, Yogeeta Bali",Drama,1974
Chattan Singh,Kedar Kapoor,"Roopesh Kumar, Vinod Mehra",Drama,1974
Chhote Sarkar,K. Shankar,Shammi Kapoor,Drama,1974
Chor Chor,Prem Prakash,"Vijay Anand, Leena Chandavarkar",Drama,1974
Chor Machaye Shor,Ashok Roy,"Shashi Kapoor, Mumtaz",Drama,1974
Chorus,Mrinal Sen,"Utpal Dutt, Ajit Baneerjee",Fantasy,1974
Chowkidar,Shyam Ralhan,"Yogeeta Bali, Vinod Khanna",Drama,1974
Dawat,B.R. Ishara,Dilip Dutt,Drama,1974
Dhuen Ki Lakeer,Kishore Sahu,Parveen Babi,Drama,1974
Dil Diwana,Narendra Bedi,"Jaya Bachchan, Aruna Irani",Drama,1974
Do Aankhen,Ajoy Biswas,Rekha,Drama,1974
Do Chattane,G.H. Sarin,Aruna Irani,Drama,1974
Do Nambar Ke Amir,P.D. Shenoy,Asha Sachdeva,Drama,1974
Doosri Sita,Gogi Anand,"Jaya Bachchan, Lalita Pawar",Drama,1974
Dost,Dulal Guha,"Dharmendra, Hema Malini",Drama,1974
Duniya Ka Mela,Kundan Kumar,"Rekha, Sanjay Khan",Drama,1974
Ek Anek Aur Ekta,Bhimsian,,Animation,1974
Farebi,Suresh Issar,"Vinod Khanna, Bindu",Drama,1974
Faslah,Khwaja Ahmad Abbas,"Shabana Azmi, Vinod Mehra",Drama,1974
Geeta Mera Naam,Sadhana Shivdasani,"Sunil Dutt, Feroz Khan, Sadhana Shivdasani",Drama,1974
Goonj,S.U. Syed,"Rakesh Roshan, Reena Roy, Mahendra Sandhu","Horror, Thriller",1974
Haath Ki Safai,Prakash Mehra,"Vinod Khanna, Randhir Kapoor",Drama,1974
Hamrahi,Saawan Kumar Tak,"Tanuja, Randhir Kapoor",,1974
Hanuman Vijay,Babubhai Mistri,Raaj Kumar,Mythology,1974
Har Har Mahadev,Chandrakant,"Aruna Irani, Dara Singh",Mythology,1974
Hawas,Saawan Kumar Tak,"Rekha, Neetu Singh, Anil Dhawan",,1974
Hum Rahi,Anand Sagar,"Randhir Kapoor, Tanuja",,1974
Humshakal,Jambulingam,"Rajesh Khanna, Tanuja",Thriller,1974
Imaan,Padmanabh,"Sanjeev Kumar, Leena Chandavarkar",Romance,1974
Imtihaan,Madan Sinha,"Vinod Khanna, Tanuja",Drama,1974
Insaaniyat,Prayag Raj,"Shashi Kapoor, Sujit Kumar",Drama,1974
International Crook,Pachhi,"Dharmendra, Saira Banu, Feroz Khan",Crime,1974
Ishk Ishk Ishk,Dev Anand,"Dev Anand, Shabana Azmi, Zeenat Aman",Romance,1974
Jab Andhera Hota Hai,Deepak Bahry,"Madan Puri, Prem Chopra",Thriller,1974
Jadu Ka Shankh,Sai Paranjape,Kulbhushan Kharbanda,,1974
Jai Radhe Krishna,Yeshwant Pethkar,Moha Choti,,1974
Jeevan Rekha,Nanubhai Bhatt,"Tabrez, Farida Jalal, Pran, K. N. Singh, Ajit Khan, Jalal Aga, Keshto Mukherjee, Chandrashekhar, Asit Sen",,1974
Jeevan Sangram,,"Shashi Kapoor, Iftekhar",,1974
Jurm Aur Sazaa,Nisar Ahmad Ansari,"Vinod Mehra, Nisar Ahmad Ansari",,1974
Kasauti,Aravind Sen,"Amitabh Bachchan, Hema Malini, Pran",Drama,1974
Khote Sikkay,Narendra Bedi,"Danny Denzongpa, Feroz Khan",,1974
Khoon Ki Keemat,Shibu Mitrav,Ashok Kumar,,1974
Kisan Aur Bhagwan,Chandrakant,"Dara Singh, Feroz Khan",,1974
Kora Badan,B.S. Ghad,"Sunil Dutt, Mala Sinha",,1974
Kora Kagaz,Anil Ganguly,"Vijay Anand, Jaya Bachchan",Romance,1974
Kunwara Baap,Mehmood Ali,"Mehmood Ali, Vinod Mehra, Bharathi Vishnuvardhan, Lalita Pawar, Sanjeev Kumar",Comedy,1974
Maa Bahen Aur Biwi,Harbans Kumar,"Kabir Bedi, Raj Kishore",Drama,1974
Madhosh,Desh Gautam,"Rakesh Roshan, Reena Roy",Drama,1974
Majboor,Ravi Tandon,"Amitabh Bachchan, Parveen Babi, Farida Jalal, Pran",Drama,1974
Manoranjan,Shammi Kapoor,"Shammi Kapoor, Sanjeev Kumar, Zeenat Aman",Romance,1974
Manzilein Aur Bhi Hain,Mahesh Bhatt,"Kabir Bedi, Mukesh Bhatt",Drama,1974
Mere Saath Chal,,"Smita Patil, Farooq Shaikh",Drama,1974
Mr. Romeo,Subhash Mukherjee,"Shashi Kapoor, Rinku Jaiswal",Drama,1974
Naya Din Nai Raat,A. Bhimsingh,"Sanjeev Kumar, Jaya Bachchan",Drama,1974
Nirmaan,Ravi Tandon,Anoop Kumar,Drama,1974
Parinay,Kantilal Rathod,"Romesh Sharma, Shabana Azmi, Asha Sachdev",Social,1974
Phir Kab Milogi,Hrishikesh Mukherjee,Mala Sinha,,1974
Pocket Maar,Ramesh Lakhanpal,"Dharmendra, Saira Banu",Drama,1974
Pran Jaye Par Vachan Na Jaye,S. Ali Raza,"Sunil Dutt, Rekha, Iftekhar",Drama,1974
Rajnigandha,Basu Chatterjee,"Amol Palekar, Vidya Sinha",Romance,1974
Resham Ki Dori,Atma Ram,"Dharmendra, Saira Banu",Drama,1974
Roti,Manmohan Desai,"Rajesh Khanna, Mumtaz",Romance,1974
Roti Kapda Aur Makaan,Manoj Kumar,"Manoj Kumar, Shashi Kapoor, Amitabh Bachchan, Zeenat Aman",Drama,1974
Sagina,Tapan Sinha,"Dilip Kumar, Saira Banu",Drama,1974
Shatranj Ke Mohre,,,,1974
Vachan,Suraj Prakash,"Shashi Kapoor, Vimi",,1974
Zehreela Insaan,S.R. Puttana Kanagal,"Rishi Kapoor, Moushumi Chatterjee, Neetu Singh, Pran, Nirupa Roy, Dara Singh, Iftekhar, Madan Puri, Paintal",,1974
Aaja Sanam,Yusuf Naqvi,"Feroz Khan, Tanuja",Romance,1975
Aag Aur Toofan,Tanvir Ahmed,"Mumtaz, Robin Kumar, Anwar Hussain, Rajan Haskar",,1975
Aakhri Daao,,"Jeetendra, Saira Banu",,1975
Aakraman,J. Om Prakash,"Ashok Kumar, Sanjeev Kumar, Rekha, Rakesh Roshan, Rajesh Khanna",,1975
Aandhi,Gulzar,"Suchitra Sen, Sanjeev Kumar",Drama,1975
Alakh Niranjan,,,,1975
Amanush,Shakti Samanta,"Uttam Kumar, Sharmila Tagore, Utpal Dutt",,1975
Anari,Asit Sen,"Shashi Kapoor, Sharmila Tagore, Moushumi Chatterjee, Kabir Bedi, Kader Khan",Romance,1975
Andhera,,"Sameer Khan, Vani Ganpati",,1975
Andolan,Lekh Tandon,"Rakesh Pandey, Neetu Singh",,1975
Anokha,Jugal Kishore,"Shatrughan Sinha, Zareena Wahab (first film)",,1975
Apne Dushman,,Reena Roy,,1975
Apne Rang Hazaar,Ravi Tandon,"Sanjeev Kumar, Leena Chandavarkar, Danny Denzongpa, Bindu",,1975
Badnaam,Dilip Bose,"Nazima, Baldev Khosa, Sujit Kumar, Jalal Agha",Drama,1975
Balak Aur Janwar,Nanabhai Bhatt,"Mohan Choti, Dulari, Kanan Kaushal, Baldev Khosa",,1975
Biwi Kiraya Ki,,,,1975
Chaitali,Hrishikesh Mukherjee,"Dharmendra, Saira Banu",,1975
Charandas Chor,,Smita Patil's first movie,,1975
Chori Mera Kaam,,"Shashi Kapoor, Zeenat Aman, Pran",,1975
Chupke Chupke,Hrishikesh Mukherjee,"Dharmendra, Amitabh Bachchan, Jaya Badhuri, Sharmila Tagore",Romance,1975
Dafaa 302,,"Randhir Kapoor, Rekha",,1975
Deewaar,Yash Chopra,"Amitabh Bachchan, Shashi Kapoor, Neetu Singh, Parveen Babi",Drama,1975
Dharam Karam,Raj Kapoor,"Raj Kapoor, Randhir Kapoor, Rekha",,1975
Dharmatma,Feroz Khan,"Feroz Khan, Hema Malini, Rekha, Danny Denzongpa, Ranjeet, Jeevan","Action, Thriller",1975
Dhoti Lota Aur Chowpatty,,,,1975
Do Jasoos,,"Shailendra Singh, Bhavna Bhatt, Raj Kapoor, Rajendra Kumar",,1975
Do Jhoot,,"Vinod Mehra, Moushumi Chatterjee, Pran",,1975
Do Thug,,"Shatrughan Sinha, Hema Malini",,1975
Dulhan,C.V. Rajendran,"Jeetendra, Hema Malini",Drama,1975
Ek Mahal Ho Sapno Ka,,"Dharmendra, Sharmila Tagore, Leena Chandavarkar",,1975
Faraar,,"Sanjeev Kumar, Sharmila Tagore, Amitabh Bachchan",,1975
Geet Gaata Chal,Hiren Nag,"Sachin, Sarika, Urmila Bhatt","Drama, Family, Musical, Comedy",1975
Hero,,,,1975
Himalay Se Ooncha,B. S. Thapa,"Sunil Dutt, Mallika Sarabhai, Ranjeet, Master Raju, Baby Bittoo",Adventure,1975
Jaan Hazir Hai,,"Shekhar Kapur, Prem kishan Prema, Naraen Dir, Vijay Anand",,1975
Jaggu,,"Shatrughan Sinha, Leena Chandavarkar",,1975
Jai Santoshi Maa,Vijay Sharma,"Bharat Bhushan, Kanan Kaushal",,1975
Julie,K. S. Sethumadhavan,"Vikram Makandar, Lakshmi, Nadira, Om Prakash",,1975
Kaagaz Ki Nao,,"Raj Kiran, Sarika",,1975
Kahte Hain Mujhko Raja,,"Dharmendra, Hema Malini, Biswajeet, Rekha",,1975
Kala Sona,,"Feroz Khan, Parveen Babi",,1975
Khel Khel Mein,Ravi Tandon,"Rishi Kapoor, Neetu Singh, Rakesh Roshan",Drama,1975
Khushboo,Gulzar,"Jeetendra, Hema Malini, Sharmila Tagore",Drama,1975
Lafange,Harmesh Malhotra,"Randhir Kapoor, Mumtaz, Pran",Drama,1975
Mausam,Gulzar,"Sanjeev Kumar, Sharmila Tagore",Romance,1975
Mazaaq,,"Vinod Mehra, Moushumi Chatterjee",,1975
Mere Sajna,,"Navin Nischol, Raakhee",,1975
Mere Sartaj,,"Zaheera, Satish Kaul",,1975
Mili,Hrishikesh Mukherjee,"Amitabh Bachchan, Jaya Badhuri, Ashok Kumar",Romance,1975
Natak,,"Vijay Arora, Moushumi Chatterjee",,1975
Neelima,,Zahida,,1975
Nishant,Shyam Benegal,"Anant Nag, Shabana Azmi, Sadhu Meher",,1975
Ponga Pandit,,"Randhir Kapoor, Nita Mehta, Prema Narayan, Danny Denzongpa",,1975
Pratigya,Dulal Guha,"Dharmendra, Hema Malini, Ajit Khan",Action,1975
Prem Kahani,Raj Khosla,"Rajesh Khanna, Mumtaz, Shashi Kapoor, Vinod Khanna",Drama,1975
Qaid,Atma Ram,"Vinod Khanna, Leena Chandavarkar, Mehmood Ali",Action,1975
Rafoo Chakkar,,"Rishi Kapoor, Neetu Singh, Paintal",,1975
Raftaar,,"Vinod Mehra, Moushumi Chatterjee",,1975
Raja,,"Rishi Kapoor, Sulakshana Pandit",,1975
Rani Aur Lalpari,,"Jeetendra, Reena Roy, Neetu Singh, Asha Parekh, Feroz Khan",,1975
Saazish,Kalidas,"Dharmendra, Saira Banu","Action, Thriller Suspense",1975
Salaakhen,,"Shashi Kapoor, Sulakshana Pandit",,1975
Sankalp,,,,1975
Sanyasi,Sohanlal Kanwar,"Manoj Kumar, Hema Malini, Prem Chopra, Pran",Drama,1975
Sewak,,"Vinod Khanna, Neetu Singh",,1975
Sholay,Ramesh Sippy,"Sanjeev Kumar, Dharmendra, Amitabh Bachchan, Amjad Khan, Hema Malini, Jaya Badhuri, Mac Mohan, Sachin, Asrani, Jagdeep","Drama, Action, Romance",1975
Sunehra Sansar,,"Rajendra Kumar, Hema Malini",,1975
Toofan,,"Vikram, Priyadarshini",,1975
Toofan Aur Bijlee,Homi Wadia,"Zaheera, Arvind Kumar, Imtiaz, Randhawa, Bhagwan, Tun Tun, Mohan Choti, Habib",Action,1975
Tumhara Kalloo,,,,1975
Uljhan,,"Sanjeev Kumar, Sulakshana Pandit",,1975
Umar Qaid,Sikandar Khanna,"Jeetendra, Vinod Mehra, Sunil Dutt, Reena Roy, Moushumi Chatterjee",,1975
Vandana,,,,1975
Vardaan,Arun Bhatt,"Vinod Mehra, Reena Roy, Mehmood",Drama,1975
Warrant,,"Dev Anand, Zeenat Aman, Pran",,1975
Zakhmee,,"Sunil Dutt, Asha Parekh, Reena Roy, Rakesh Roshan, Tariq Khan",,1975
Zameer,,"Amitabh Bachchan, Saira Banu, Shammi Kapoor, Vinod Khanna",,1975
Zinda Dil,,"Rishi Kapoor, Neetu Singh, Zaheera, Pran",,1975
Zindagi Aur Toofan,,"Sajid Khan, Rehana Sultan, Yogeeta Bali",,1975
Zorro,,"Navin Nischol, Rekha",,1975
Aaj Ka Mahaatma,Kundan Kumar,"Randhir Kapoor, Rekha, Ranjeet, Bindu",Romantic Action,1976
Aaj Ka Ye Ghar,,,,1976
Aap Beati,,"Shashi Kapoor, Hema Malini",,1976
Aarambh,,,,1976
Adalat,,"Amitabh Bachchan, Waheeda Rehman",,1976
Ali Baba,,Dharmendra,,1976
Arjun Pandit,,"Sanjeev Kumar, Vinod Mehra, Shabana Azmi",,1976
Bairaag,Asit Sen,"Dilip Kumar, Saira Banu, Leena Chandavarkar",,1976
Bajrangbali,,"Biswajeet, Moushumi Chatterjee, Shashi Kapoor",Mythology,1976
Balika Badhu,Tarun Majumdar,"Sachin, Rajni Sharma, Asrani",,1976
Barood,Pramod Chakraborty,"Rishi Kapoor, Shoma Anand",,1976
Bhala Manus,,"Randhir Kapoor, Neetu Singh",,1976
Bhanwar,,,,1976
Bullet,,"Dev Anand, Parveen Babi",,1976
Bundal Baaz,,"Rajesh Khanna, Sulakshana Pandit",,1976
Chalte Chalte,Sunder Dar,"Simi Garewal, Vishal Anand",,1976
Charas,,"Dharmendra, Hema Malini",,1976
Chhoti Si Baat,Basu Chatterjee,"Ashok Kumar, Vidya Sinha, Amol Palekar",,1976
Chitchor,Basu Chatterjee,"Amol Palekar, Zarina Wahab, Vijayendra Ghatge, Dina Pathak",,1976
Deewaangee,,"Shashi Kapoor, Zeenat Aman",,1976
Do Anjaane,,"Amitabh Bachchan, Rekha, Prem Chopra",,1976
Do Khiladi,Binod Mehra,,,1976
Do Ladkiyan,,,,1976
Dus Numbri,,"Manoj Kumar, Hema Malini, Premnath, Pran",,1976
Ek Se Badhkar Ek,,"Ashok Kumar, Sharmila Tagore",,1976
Fakira,C. P. Dixit,"Shashi Kapoor, Shabana Azmi, Danny Denzongpa",Action,1976
Ginny Aur Johnny,,"Mehmood, Nutan, Helen, Hema Malini",,1976
Gumrah,,,,1976
Hera Pheri,Manmohan Desai,"Amitabh Bachchan, Vinod Khanna, Saira Banu, Sulakshana Pandit",,1976
Jaaneman,,"Dev Anand, Hema Malini, Premnath",,1976
Jai Jagat Janani,,"Gemini Ganesan, Jayalalitha",,1976
Jeevan Jyoti,,"Vijay Arora, Bindiya Goswami",,1976
Kabeela,,"Feroz Khan, Rekha, Bindu",,1976
Kabhie Kabhie,Yash Chopra,"Amitabh Bachchan, Shashi Kapoor, Raakhee, Rishi Kapoor, Waheeda Rehman, Neetu Singh",Romance,1976
Kadambari,,"Vijay Arora, Shabana Azmi, Chand Usmani",,1976
Kalicharan,Subhash Ghai,"Shatrughan Sinha, Reena Roy, Premnath",,1976
Khaan Dost,,"Shatrughan Sinha, Mithu Mukherjee",,1976
Khalifa,,"Randhir Kapoor, Rekha, Pran",,1976
Koi Jeeta Koi Haara,,"Shashi Kapoor, Saira Banu",,1976
Lagaaam,,,,1976
Laila Majnu,,"Rishi Kapoor, Ranjeeta, Danny Dengzongpa",,1976
Maa,,"Dharmendra, Hema Malini",,1976
Maha Chor,,"Rajesh Khanna, Neetu Singh",,1976
Manthan,Shyam Benegal,"Naseeruddin Shah, Smita Patil, Girish Karnad, Amrish Puri",Drama,1976
Mazdoor Zindabaad,,,,1976
Mehbooba,,"Rajesh Khanna, Hema Malini, Yogeeta Bali, Prem Chopra",,1976
Mrigayaa,Mrinal Sen,"Mithun Chakraborty, Mamata Shankar, Anoop Kumar",Drama,1976
Naach Uthe Sansaar,,"Shashi Kapoor, Hema Malini",,1976
Nagin,Raj Kumar Kohli,"Sunil Dutt, Feroz Khan, Sanjay Khan, Jeetendra, Kabir Bedi, Vinod Mehra, Rekha, Mumtaz, Reena Roy, Ranjeet",,1976
Nehle Pe Dehla,,"Sunil Dutt, Vinod Khanna, Saira Banu",,1976
Rakhi Aur Rifle,,,,1976
Raksha Bandhan,,,,1976
Rangila Ratan,,"Rishi Kapoor, Parveen Babi",,1976
Sabse Bada Rupaiya,,"Vinod Mehra, Moushumi Chatterjee, Mehmood",,1976
Sajjo Rani,Govind Saraiya,"Ramesh Deo, Ramesh Sharma, Rehana Sultan",,1976
Sangat,,,,1976
Sangram,Harmesh Malhotra,"Shatrughan Sinha, Reena Roy","Drama, Action",1976
Santan,,,,1976
Shahi Lutera,,,,1976
Shankar Dada,,"Shashi Kapoor, Neetu Singh, Pran",,1976
Shankar Shambhu,,"Feroz Khan, Vinod Khanna",,1976
Shaque,,"Vinod Khanna, Shabana Azmi",,1976
Sharafat Chod Di Maine,,"Feroz Khan, Hema Malini",,1976
Sikandar,,,,1976
Sita Swayamvar,,,,1976
Tapasya,,"Raakhee, Parikshit Sahani",,1976
Udhar Ka Sindur,,"Jeetendra, Reena Roy",,1976
Veer Bhagdavalo,,,,1976
Zamane Se Poocho,,,,1976
Zid,,,,1976
Zindagi,,"Sanjeev Kumar, Vinod Mehra, Mala Sinha, Moushumi Chatterjee, Aruna Irani, A.K Hangal, Deven Verma",,1976
Aadmi Sadak Ka,Devendra Goel,"Shatrughan Sinha, Vikram, Zaheera, Sujit Kumar, Deven Verma",,1977
Aafat,Atma Ram,"Navin Nischol, Leena Chandavarkar, Amjad Khan, Mehmood",,1977
Aaina,K. Balachander,"Rajesh Khanna, Mumtaz, A. K. Hangal, Nirupa Roy, Lalita Pawar",,1977
Aakhri Goli,Shibu Mitra,"Sunil Dutt, Leena Chandavarkar, Farida Jalal, Amjad Khan, Om Prakash",Action,1977
Aakhri Sajda,,"Mala Sinha, Murad, Helen, Jagdeep",,1977
Aap Ki Khatir,Sudhendu Roy,"Vinod Khanna, Rekha, Nadira, Helen, Tun Tun, Om Shivpuri",,1977
Aashiq Hoon Baharon Ka,J. Om Prakash,"Rajesh Khanna, Zeenat Aman, Danny Denzongpa, Preeti Ganguli",Romance,1977
Ab Kya Hoga,Sawan Kumar,"Shatrughan Sinha, Neetu Singh, Asrani, Bindu, Moushumi Chatterjee, Ranjeet",,1977
Abhi To Jee Lein,Roshan Taneja,"Jaya Bhaduri, Danny Denzongpa, Simi Garewal, Iftekhar",,1977
Adalat,Narendra Bedi,"Amitabh Bachchan, Waheeda Rehman, Neetu Singh",,1977
Adha Din Adhi Raat,Doondi,,,1977
Agar... If,Esmayeel Shroff,,,1977
Agent Vinod,Deepak Bahry,"Mahendra Sandhu, Pinchu Kapoor",,1977
Alaap,Hrishikesh Mukherjee,"Amitabh Bachchan, Rekha",,1977
